1.346290074648811858e-04,-2.120314473833236958e-04,-1.263358201109208295e-03
2.035962823430374075e-02,-3.908084571845348346e-04,-1.275961081069737664e-03
4.061574706086970576e-02,-5.801615005975759151e-04,-1.288531194172738746e-03
6.077927026284665052e-02,-8.257978588916155662e-04,-1.301057334069252941e-03
8.099320370805249136e-02,-1.100493252455508886e-03,-1.313533739038037773e-03
1.013270257643344857e-01,-1.344886787510829983e-03,-1.325966519311198898e-03
1.220647767831257030e-01,-1.492966693946238014e-03,-1.338374987192462789e-03
1.428259633840739951e-01,-1.648321024095432364e-03,-1.350757737420654444e-03
1.635564846528598515e-01,-1.886051593651738361e-03,-1.363098344290896661e-03
1.843407854314295935e-01,-2.125501837704964984e-03,-1.375396513210390718e-03
2.052153077450971086e-01,-2.322703338980085935e-03,-1.387660743085616672e-03
2.261265475481172571e-01,-2.541876704212345760e-03,-1.399886688586844371e-03
2.471049889700082658e-01,-2.542116136754152787e-03,1.604121094806180287e-02
2.680887228219803187e-01,-2.203942064205904883e-03,3.348234518274893767e-02
2.889036139829216365e-01,-1.588848960873139645e-03,5.092353240521266949e-02
3.098799692327873778e-01,-5.536972628016529653e-04,6.836476335317571984e-02
3.309543625889296292e-01,8.715648088668368106e-04,8.580603502936810789e-02
3.521505042609603398e-01,2.641131147125065290e-03,1.032473548919002199e-01
3.729125564075734811e-01,4.654928334330040232e-03,1.206887387601810607e-01
3.935652023376012831e-01,6.967701014518944830e-03,1.381301972355771512e-01
4.141805598539854971e-01,9.667581949506558192e-03,1.555717251096503939e-01
4.346957164034896959e-01,1.268646311132189466e-02,1.730133286511758850e-01
4.551664940249000590e-01,1.600595422221744862e-02,1.904550194329601431e-01
4.755618207801220465e-01,1.965112475931796165e-02,2.078968029254223970e-01
4.955814138519348266e-01,2.353848279048450023e-02,2.253386878138727289e-01
5.153668363936749763e-01,2.768123588905749277e-02,2.427806845919077416e-01
5.350073808561988109e-01,3.216535944755479631e-02,2.602227903695618072e-01
5.545973836066242502e-01,3.696172852134439052e-02,2.776650124956622778e-01
5.742837627089210084e-01,4.211199452338282995e-02,2.951073588843813322e-01
5.939232885192570199e-01,4.758642494864571970e-02,3.125498358132677290e-01
6.135939539752008898e-01,5.340489989072877419e-02,3.299924510670125821e-01
6.332364608573841647e-01,5.950809909750608834e-02,3.474352205789125181e-01
6.526148354209099223e-01,6.589281578835884390e-02,3.648781447829211322e-01
6.718352442244786005e-01,7.262717394609018162e-02,3.823212181322808711e-01
6.907838126724324956e-01,7.974952106418584097e-02,3.997644191000440661e-01
7.097850439064781192e-01,8.723548873459736896e-02,4.172077557646066137e-01
7.285138530108811183e-01,9.503873054465601655e-02,4.346512189656144276e-01
7.470844157296212540e-01,1.031089179396765115e-01,4.520948176096741267e-01
7.654750572782300644e-01,1.114770234857741099e-01,4.695385528879384429e-01
7.835141688651263703e-01,1.201259486002638210e-01,4.869824129320234340e-01
8.014103734872306539e-01,1.290633120059087313e-01,5.044264031397216463e-01
8.192079297671331917e-01,1.383470548702009917e-01,5.218705232273759265e-01
8.367028364645869853e-01,1.479567030425266161e-01,5.393147562754980751e-01
8.540531124111692129e-01,1.578314131955348976e-01,5.567591115551104863e-01
8.713597747500576585e-01,1.680474101395976749e-01,5.742035964070791865e-01
8.883730337483042305e-01,1.784999681627700008e-01,5.916482090370394076e-01
9.052433158310020378e-01,1.892782162125269396e-01,6.090929491700037834e-01
9.218682258117686379e-01,2.003616690225386854e-01,6.265378083964561196e-01
9.382700830184403928e-01,2.117035277409683725e-01,6.439827882906010714e-01
9.546114341475006038e-01,2.233349835536446726e-01,6.614279050539226823e-01
9.708958108051468638e-01,2.353017923472651152e-01,6.788731690189103718e-01
9.868776970472079579e-01,2.475267736047709333e-01,6.963185722903222352e-01
1.002458422335738231e+00,2.599683708382532488e-01,7.137640999475665105e-01
1.017867311678362974e+00,2.727383905664224062e-01,7.312097495317687601e-01
1.033097742237711447e+00,2.857320523021164571e-01,7.486555337198590454e-01
1.048213716867930412e+00,2.990361175625375068e-01,7.661014615091406021e-01
1.062818086071025903e+00,3.125563938856757429e-01,7.835475005200825960e-01
1.077280031104156377e+00,3.263958961638888101e-01,8.009936550778160580e-01
1.091584366655854232e+00,3.405361432510989328e-01,8.184399307035559179e-01
1.105594473457652605e+00,3.548936878199437928e-01,8.358863247730062840e-01
1.119485586930535126e+00,3.695372139344800799e-01,8.533328515038571815e-01
1.132978872324382102e+00,3.844245733756606609e-01,8.707794890825015788e-01
1.146126974286167721e+00,3.995012339569100623e-01,8.882262302119828812e-01
1.159078635931610091e+00,4.148531146787396429e-01,9.056730796358417601e-01
1.171687360011041346e+00,4.304318140281001570e-01,9.231200253590559068e-01
1.184174549889879469e+00,4.462586987944303085e-01,9.405670882097857399e-01
1.196671545447495211e+00,4.623340331810532611e-01,9.580143112222554436e-01
1.208900469490525431e+00,4.783349180315514260e-01,9.405550743275167269e-01
1.221383109874451200e+00,4.941240595542708003e-01,9.230959582419756559e-01
1.233926040875623853e+00,5.096123431257588710e-01,9.056369389033926964e-01
1.246663963427088406e+00,5.249043373338471152e-01,8.881780016904347042e-01
1.259801935980266574e+00,5.400084839968399830e-01,8.707191627492871788e-01
1.273004044671956603e+00,5.548487100939661909e-01,8.532603962284976973e-01
1.286573601019125990e+00,5.694624294826556854e-01,8.358017178344128162e-01
1.300444923648766515e+00,5.838206829555487865e-01,8.183431369576997794e-01
1.314568071300249219e+00,5.979095456944031328e-01,8.008846575213247609e-01
1.328961959056573994e+00,6.117676307234726218e-01,7.834262808542299394e-01
1.343445962255756188e+00,6.253529371026701478e-01,7.659679887497004014e-01
1.358007852418994021e+00,6.389686240350165303e-01,7.834163728111300795e-01
1.372436771998845506e+00,6.528541468532469416e-01,8.008648607316479762e-01
1.386475081077588323e+00,6.669661031713204347e-01,8.183134345098440621e-01
1.400236922329440636e+00,6.813312975607658251e-01,8.357620885893050078e-01
1.413749076666499294e+00,6.959398076866282201e-01,8.532108227120938082e-01
1.426969692218153618e+00,7.107978788318378705e-01,8.706596295357955650e-01
1.439824679056300294e+00,7.258432014093424423e-01,8.881084981940279288e-01
1.452441136314800652e+00,7.411203720366230652e-01,9.055574315194870882e-01
1.464740370902825051e+00,7.565981219033623972e-01,9.230064238773412200e-01
1.476586326068004107e+00,7.722734322220081715e-01,9.404554478645752447e-01
1.488182117908258606e+00,7.881649470012097591e-01,9.579045061916329207e-01
1.499811234156072093e+00,8.040583635316391753e-01,9.404470190056785084e-01
1.511579314611333436e+00,8.197173837608020541e-01,9.229895528449801878e-01
1.523692409108246215e+00,8.351817414178923649e-01,9.055321177563639967e-01
1.536319364960598843e+00,8.504532325915095115e-01,8.880747495781632361e-01
1.549157124003145869e+00,8.655151296710157371e-01,8.706174383277068829e-01
1.562369247558784258e+00,8.803719218779781919e-01,8.531601984740170286e-01
1.576012939290718951e+00,8.950338532959807303e-01,8.357030510584775307e-01
1.589985596692753855e+00,9.094668492113748837e-01,8.182460055992013537e-01
1.604470114769338984e+00,9.237304905818140011e-01,8.007890895186869917e-01
1.619110024235675738e+00,9.377444359993410972e-01,7.833322890419044393e-01
1.633904484393460255e+00,9.514846075184795193e-01,7.658755941578601067e-01
1.648585221191058325e+00,9.652016896517250366e-01,7.833255772557216057e-01
1.662918518267492152e+00,9.791459163253362075e-01,8.007756419811822290e-01
1.676843765891231408e+00,9.932993037360772215e-01,8.182257701020619889e-01
1.690260980556445025e+00,1.007645420331661601e+00,8.356759299428491161e-01
1.703568216539841362e+00,1.022232194225795254e+00,8.531261416727733415e-01
1.716534737011760958e+00,1.037067566758560933e+00,8.705763900760643548e-01
1.729122740637162314e+00,1.052108039565971875e+00,8.880266594001704483e-01
1.741588679992790878e+00,1.067404026118504490e+00,9.054769671631535122e-01
1.753811050539568095e+00,1.082947917847882469e+00,9.229273133847902821e-01
1.765866501758423635e+00,1.098742267199215306e+00,9.403777104258267405e-01
1.777452183653717377e+00,1.114705736812065640e+00,9.578281314867101992e-01
1.788961314495943089e+00,1.130672686432182994e+00,9.403719786493668353e-01
1.800752420428851641e+00,1.146470355538128372e+00,9.229158337432893378e-01
1.812813820065681369e+00,1.162044325858539118e+00,9.054596980736088208e-01
1.824945689971853025e+00,1.177386275373978108e+00,8.880035428097197148e-01
1.837384685561997966e+00,1.192509454746513375e+00,8.705473748960526059e-01
1.849807290482269106e+00,1.207364899616907739e+00,8.530911582903463186e-01
1.862562643264909612e+00,1.222012946302930336e+00,8.356349027159504228e-01
1.875430504063371417e+00,1.236413727124842987e+00,8.181785903888956213e-01
1.888539578152599541e+00,1.250581351062319602e+00,8.007222209951065928e-01
1.901894070299972261e+00,1.264517426796953226e+00,7.832657946293901663e-01
1.915729218722693306e+00,1.278240264566713913e+00,7.658093416877641557e-01
1.929682240329186893e+00,1.291980010480287433e+00,7.832594612939974832e-01
1.943603222303141864e+00,1.305999734565876480e+00,8.007095929225309661e-01
1.957114164777728593e+00,1.320238180190743016e+00,8.181597159520656026e-01
1.970444994360252222e+00,1.334749060611281068e+00,8.356098354949463847e-01
1.983513204125648022e+00,1.349497567013703714e+00,8.530599494873095656e-01
1.996137349327856025e+00,1.364430523744726953e+00,8.705100352416227372e-01
2.008501810391837950e+00,1.379587032991901774e+00,8.879600924837903753e-01
